tweet_id,airline_sentiment,airline,text,tweet_coord,tweet_created,tweet_location,user_timezone,predicted_sentiment,predicted_topic
5.70229813937463e+17,positive,Delta,jetblue thanks customer like stay loyal check land,"[0.0, 0.0]",2015-02-24 06:32:36 -0800,"Boston, MA",America/New_York,positive,3
5.7022719976618e+17,positive,Delta,jetblue thx quick response yep try cant find flight input confirmation,"[0.0, 0.0]",2015-02-24 06:22:13 -0800,"iPhone: 40.955353,-73.813942",Central Time (US & Canada),positive,5
5.70226143045034e+17,positive,Delta,jetblue wish everyone felt like,"[0.0, 0.0]",2015-02-24 06:18:01 -0800,"NY,NY",Eastern Time (US & Canada),positive,5
5.70225899964129e+17,positive,Delta,jetblue sound great thank,"[0.0, 0.0]",2015-02-24 06:17:03 -0800,"Buffalo, New York",Quito,positive,1
5.70222626712515e+17,positive,Delta,jetblue nice see veteran advantage program gate sunday mcokeep good work jetblue,"[0.0, 0.0]",2015-02-24 06:04:03 -0800,"NY,NY",Eastern Time (US & Canada),positive,5
5.70221178658419e+17,positive,Delta,jetblue incredible pr team,"[0.0, 0.0]",2015-02-24 05:58:17 -0800,Boston,Atlantic Time (Canada),positive,0
5.70208115205022e+17,positive,Delta,jetblue jannasaurusrex thanks kind word janna weappreciateyou trueblue im feel like bos jetbluefame,"[0.0, 0.0]",2015-02-24 05:06:23 -0800,central mass,Eastern Time (US & Canada),positive,1
5.7020607782604e+17,positive,Delta,jetblue boarding back airplane first like bos sosmart jetblue frequentflyerappreciates alsoyayforsnacks,"[0.0, 0.0]",2015-02-24 04:58:17 -0800,central mass,Eastern Time (US & Canada),positive,5
5.70195036782133e+17,positive,Delta,jetblue always amaze jetblue trueblue httptcoiimtjxcvlg,"[0.0, 0.0]",2015-02-24 04:14:25 -0800,boston ma,Atlantic Time (Canada),positive,1
5.70190438281249e+17,positive,Delta,jetblue great land jfk,"[0.0, 0.0]",2015-02-24 03:56:08 -0800,Austin,Central Time (US & Canada),positive,1
5.70179466716176e+17,positive,Delta,jetblue haha ty know time lane open logan,"[0.0, 0.0]",2015-02-24 03:12:32 -0800,Logan International Airport,Atlantic Time (Canada),positive,0
5.70095219091362e+17,positive,Delta,jetblue second call customer service fifth person talk amaze rep fix min persistence,"[0.0, 0.0]",2015-02-23 21:37:46 -0800,"Boston, MA",Eastern Time (US & Canada),positive,5
5.70088573598355e+17,positive,Delta,jetblue thanks much,"[0.0, 0.0]",2015-02-23 21:11:22 -0800,"Boston, MA",Eastern Time (US & Canada),positive,1
5.70075711433609e+17,positive,Delta,jetblue make two u lol blushing,"[0.0, 0.0]",2015-02-23 20:20:15 -0800,805 CA,Eastern Time (US & Canada),positive,0
5.70073661241057e+17,positive,Delta,jetblue happy anniversary hard believe youre youre young,"[0.0, 0.0]",2015-02-23 20:12:06 -0800,805 CA,Eastern Time (US & Canada),positive,1
5.70070740566991e+17,positive,Delta,jetblue super smooth flight land nicely do,"[0.0, 0.0]",2015-02-23 20:00:30 -0800,DC SF,Eastern Time (US & Canada),positive,3
5.70049623697461e+17,positive,Delta,jetblue fyi im onboard comfortably travel jfk seat problem say thanks make fly civilize,"[0.0, 0.0]",2015-02-23 18:36:35 -0800,"San Francisco, CA",Pacific Time (US & Canada),positive,5
5.70012934287569e+17,positive,Delta,jetblue btw thanks respond quickly,"[0.0, 0.0]",2015-02-23 16:10:48 -0800,"Boston, Austin, Kansas City ",Eastern Time (US & Canada),positive,5
5.70010882069152e+17,positive,Delta,jetblue found camera thank rock,"[41.21681145, -73.12508256]",2015-02-23 16:02:39 -0800,"Stratford, CT",Eastern Time (US & Canada),positive,4
5.70002674747367e+17,positive,Delta,jetblue gotcha thanks update im ready go whenever enjoy even,"[0.0, 0.0]",2015-02-23 15:30:02 -0800,"Los Angeles, CA",Eastern Time (US & Canada),positive,5
5.70001191796679e+17,positive,Delta,jetblue well thankfully theyve get nice food court herewhen update post,"[0.0, 0.0]",2015-02-23 15:24:08 -0800,"Los Angeles, CA",Eastern Time (US & Canada),positive,0
5.69991184120193e+17,positive,Delta,jetblue work ty,"[0.0, 0.0]",2015-02-23 14:44:22 -0800,"Los Angeles, Calif.",Pacific Time (US & Canada),positive,0
5.69983421549834e+17,positive,Delta,jetblue would prefer similar picture full e tail great shot,"[0.0, 0.0]",2015-02-23 14:13:32 -0800,Brazil,Eastern Time (US & Canada),positive,0
5.69983338880115e+17,positive,Delta,relieve im fly jetblue listen everyone neighbor gate bitch spirit airline well,"[0.0, 0.0]",2015-02-23 14:13:12 -0800,Somewhere,Eastern Time (US & Canada),positive,0
5.69979057028227e+17,positive,Delta,jetbluetcogsnqsqz yall well,"[0.0, 0.0]",2015-02-23 13:56:11 -0800,"Boston, MA",Eastern Time (US & Canada),positive,2
5.69978537953903e+17,positive,Delta,jetblue great flight bahamas even bad weather northeast thanks great service,"[0.0, 0.0]",2015-02-23 13:54:07 -0800,"Boston, MA",Atlantic Time (Canada),positive,1
5.69968565513626e+17,positive,Delta,jetblue excite hear move towards international travel long beach airport,"[0.0, 0.0]",2015-02-23 13:14:30 -0800,Los Angeles,Pacific Time (US & Canada),positive,5
5.69967910417867e+17,positive,Delta,jetblue thanks much talk article twitter chat come great httptcorkorhvrz contentmarketing,"[0.0, 0.0]",2015-02-23 13:11:53 -0800,"Austin, TX",Central Time (US & Canada),positive,0
5.69959122331836e+17,positive,Delta,jetblue guy operate world class company thank,"[0.0, 0.0]",2015-02-23 12:36:58 -0800,"Boston, MA",Eastern Time (US & Canada),positive,2
5.69957094788624e+17,positive,Delta,jetblue love service staff newark today good service go along wayi appreciate preciation nj tampa,"[0.0, 0.0]",2015-02-23 12:28:55 -0800,"Boston, MA",Quito,positive,2
5.69951324508447e+17,positive,Delta,jetblue lolol myc,"[0.0, 0.0]",2015-02-23 12:05:59 -0800,"Brooklyn, NY",Eastern Time (US & Canada),positive,5
5.69948686228296e+17,positive,Delta,jetblue true maybe wish expedite security haha,"[0.0, 0.0]",2015-02-23 11:55:30 -0800,Logan International Airport,Atlantic Time (Canada),positive,5
5.69948345583563e+17,positive,Delta,jetbluetcoanvbjipx,"[0.0, 0.0]",2015-02-23 11:54:09 -0800,"El Paso, TX",Mountain Time (US & Canada),positive,2
5.6994715133943e+17,positive,Delta,lmfaooo jetbluetcogrnmyuqe,"[0.0, 0.0]",2015-02-23 11:49:24 -0800,Friend Zone ,Quito,positive,4
5.6994270349407e+17,positive,Delta,lol guy month agojetbluetcolycarltfhl,"[0.0, 0.0]",2015-02-23 11:31:44 -0800,"Detroit, MI",Quito,positive,4
5.69942253365535e+17,positive,Delta,jetblue wow keep time,"[0.0, 0.0]",2015-02-23 11:29:56 -0800,"Boston, MA",Eastern Time (US & Canada),positive,3
5.69939611650167e+17,positive,Delta,always look forward jb rt jetblue look forward welcome onboard,"[0.0, 0.0]",2015-02-23 11:19:27 -0800,"Boston, Austin, Kansas City ",Eastern Time (US & Canada),positive,2
5.69938880495026e+17,positive,Delta,jetblue toss ticketits great pr im sure every college student follow willing rock wit,"[0.0, 0.0]",2015-02-23 11:16:32 -0800,"Boston, MA",Eastern Time (US & Canada),positive,2
5.69937722804212e+17,positive,Delta,lovely rt jetbluetcohiflaxe,"[0.0, 0.0]",2015-02-23 11:11:56 -0800,Worldwide,Caracas,positive,0
5.69934977963573e+17,positive,Delta,yall try jetbluetcogodfaknb,"[33.78310211, -84.21250227]",2015-02-23 11:01:02 -0800,"Jersey bred, Atlanta resident",Eastern Time (US & Canada),positive,2
5.69929507945234e+17,positive,Delta,jetblue family excite see,"[0.0, 0.0]",2015-02-23 10:39:18 -0800,"Boston, MA",Eastern Time (US & Canada),positive,3
5.69928989231354e+17,positive,Delta,jetblue love fly u question one ur plane call ny jet,"[0.0, 0.0]",2015-02-23 10:37:14 -0800,"south gate, california",Pacific Time (US & Canada),positive,5
5.69927792781087e+17,positive,Delta,jetblue sound good,"[0.0, 0.0]",2015-02-23 10:32:29 -0800,"Boston, MA",Eastern Time (US & Canada),positive,1
5.69927127350407e+17,positive,Delta,jetbluetcojmnkjbmc jet blizzue hizouse,"[42.35829164, -71.06163025]",2015-02-23 10:29:50 -0800,"Boston, MA",Eastern Time (US & Canada),positive,1
5.69926945535861e+17,positive,Delta,jetblue excite first time sunday march get fly jetblue flight mint jfk look forward,"[0.0, 0.0]",2015-02-23 10:29:07 -0800,Wall Street • Manhattan • NYC ,Eastern Time (US & Canada),positive,0
5.69926659219923e+17,positive,Delta,jetblue hahah love fly jet blue tho httptcoveemacm,"[0.0, 0.0]",2015-02-23 10:27:58 -0800,Out There,Arizona,positive,2
5.69925929713189e+17,positive,Delta,jetblue lmfao love,"[0.0, 0.0]",2015-02-23 10:25:05 -0800,RVA-804\757,Hawaii,positive,5
5.69925551475057e+17,positive,Delta,jetblue little time thatlol well actually lot day im excite,"[0.0, 0.0]",2015-02-23 10:23:34 -0800,"Boston, MA",Eastern Time (US & Canada),positive,3
5.69924145380635e+17,positive,Delta,lmao jetbluetcoaiycwvoq,"[0.0, 0.0]",2015-02-23 10:17:59 -0800,Jupiter,Central Time (US & Canada),positive,4
5.69924116335108e+17,positive,Delta,jetblue brandssayingbae well go,"[0.0, 0.0]",2015-02-23 10:17:52 -0800,greater los angeles ,Pacific Time (US & Canada),positive,2
5.69923934054806e+17,positive,Delta,jetbluetcokvxslcqlp alynewton new fav airline,"[0.0, 0.0]",2015-02-23 10:17:09 -0800,KΔ. Boston. ,Eastern Time (US & Canada),positive,0
5.69923825179054e+17,positive,Delta,jetblue hopefully application jetblue donut designer finally go proper channel,"[0.0, 0.0]",2015-02-23 10:16:43 -0800,NYC,Eastern Time (US & Canada),positive,2
5.69923685848654e+17,positive,Delta,jetblue look cool,"[0.0, 0.0]",2015-02-23 10:16:10 -0800,Queens New York City,Eastern Time (US & Canada),positive,2
5.69922420624069e+17,positive,Delta,jetblue definitely lot announcement app great,"[0.0, 0.0]",2015-02-23 10:11:08 -0800,New York City,Eastern Time (US & Canada),positive,1
5.69921467552567e+17,positive,Delta,jetblue bet,"[0.0, 0.0]",2015-02-23 10:07:21 -0800,"Burlington, Vermont",Eastern Time (US & Canada),positive,1
5.69920515542004e+17,positive,Delta,jetblue thank appreciate,"[41.06865736, -73.70398273]",2015-02-23 10:03:34 -0800,"Bronx, NY",Eastern Time (US & Canada),positive,1
5.69918453722657e+17,positive,Delta,jetblue thanks use phone instead computer work thx,"[0.0, 0.0]",2015-02-23 09:55:22 -0800,"Boston, Austin, Kansas City ",Eastern Time (US & Canada),positive,4
5.69911600934752e+17,positive,Delta,alright jetblue do alternatively youd like charter private jet pitt gladly accept,"[0.0, 0.0]",2015-02-23 09:28:08 -0800,NEW YORK,Eastern Time (US & Canada),positive,3
5.69904537739383e+17,positive,Delta,jetblue good know thanks much,"[0.0, 0.0]",2015-02-23 09:00:04 -0800,"Boston, MA.",Eastern Time (US & Canada),positive,1
5.69899437662863e+17,positive,Delta,jetblue thank quick response try request abassinet son would great help request,"[0.0, 0.0]",2015-02-23 08:39:48 -0800,USA,Eastern Time (US & Canada),positive,4
5.69892980712014e+17,positive,Delta,jetblue mark austin great handle bag issue thanks,"[0.0, 0.0]",2015-02-23 08:14:09 -0800,Cape Cod Ma,Eastern Time (US & Canada),positive,1
5.69890099917247e+17,positive,Delta,jetblue jeff hofmann denisejtaylor laurieameacham good one indeed jetblues fine day history,"[0.0, 0.0]",2015-02-23 08:02:42 -0800,"Salt Lake City, Utah",Mountain Time (US & Canada),positive,5
5.69889139593646e+17,positive,Delta,jetblue thanks call right,"[0.0, 0.0]",2015-02-23 07:58:53 -0800,Puerto Rico,Hawaii,positive,5
5.69884948091396e+17,positive,Delta,jetblue haha thanks guy great unlike nyjets gopatriots,"[0.0, 0.0]",2015-02-23 07:42:14 -0800,Massachusetts,Eastern Time (US & Canada),positive,1
5.69883383930622e+17,positive,Delta,jetblue thanks,"[0.0, 0.0]",2015-02-23 07:36:01 -0800,"Cambridge, MA",Eastern Time (US & Canada),positive,1
5.69879547908207e+17,positive,Delta,jetblue thank free flyfi make already great airline even well jetblue boston westpalmbeach flybetter,"[0.0, 0.0]",2015-02-23 07:20:46 -0800,A Galaxy Far Far Away,Eastern Time (US & Canada),positive,1
5.69877622869664e+17,positive,Delta,jetblue thank,"[0.0, 0.0]",2015-02-23 07:13:07 -0800,"Boston, MA",Eastern Time (US & Canada),positive,1
5.69873065464574e+17,positive,Delta,jetblue wish best luck im enjoy luxurious free amount leg space rn thanks,"[0.0, 0.0]",2015-02-23 06:55:01 -0800,"Boston, MA",Arizona,positive,5
5.6986771987465e+17,positive,Delta,jetblue great see redsox plane reminder ny side side jfk catsanddogslivingtogether httptcokfuyyokufv,"[0.0, 0.0]",2015-02-23 06:33:46 -0800,NYC/Austin,Eastern Time (US & Canada),positive,5
5.69851813706539e+17,positive,Delta,jetblue orlando dca awesome flight attendant robert,"[0.0, 0.0]",2015-02-23 05:30:34 -0800,"Boston, MA",Eastern Time (US & Canada),positive,1
5.69836232999612e+17,positive,Delta,jetblue thanks jb actually birder love need outside shouldnt hard trap move,"[0.0, 0.0]",2015-02-23 04:28:39 -0800,"40.41,-73.19",Eastern Time (US & Canada),positive,3
5.69775081636782e+17,positive,Delta,jetblue flight jfksfo pure awesomeness mint class tim attendant best airline take note,"[0.0, 0.0]",2015-02-23 00:25:40 -0800,California,Arizona,positive,0
5.69741756968919e+17,positive,Delta,jetblue last sleep cali back jfk tomorrow night look forward another amaze flight,"[33.7008468, -118.0192094]",2015-02-22 22:13:14 -0800,New York City,Atlantic Time (Canada),positive,5
5.69736434803978e+17,positive,Delta,jetblue free wifi impressive flyfi httptcotrypzebc,"[0.0, 0.0]",2015-02-22 21:52:05 -0800,New York,Eastern Time (US & Canada),positive,2
5.69722367343137e+17,positive,Delta,jetblue mint seat awesome emaleesugano best business class u,"[0.0, 0.0]",2015-02-22 20:56:11 -0800,"Boston, MA",Eastern Time (US & Canada),positive,2
5.69718205524128e+17,positive,Delta,jetblue thank get home despite odds reunite delinquent southwest luggage homeward,"[0.0, 0.0]",2015-02-22 20:39:39 -0800,Boston,Eastern Time (US & Canada),positive,4
5.69707583646376e+17,positive,Delta,jetblue ok thanks safety first,"[0.0, 0.0]",2015-02-22 19:57:27 -0800,Planet Brooklyn,Atlantic Time (Canada),positive,1
5.69702567573369e+17,positive,Delta,kudos well deserve wish rest jetblue experience today measure example,"[0.0, 0.0]",2015-02-22 19:37:31 -0800,"Brooklyn, NY",Eastern Time (US & Canada),positive,3
5.6970049931996e+17,positive,Delta,jetblue ha ha get wake call boarding time please large coffee extralight extra sweet please,"[40.89343356, -74.29961359]",2015-02-22 19:29:18 -0800,Right Coast,Eastern Time (US & Canada),positive,4
5.69692158287962e+17,positive,Delta,jetblue thank new big fan,"[0.0, 0.0]",2015-02-22 18:56:09 -0800,"Los Angeles, California",Monterrey,positive,1
5.69691489179021e+17,positive,Delta,jetblue best airline wifi ever thank,"[0.0, 0.0]",2015-02-22 18:53:30 -0800,"Boston, MA",Eastern Time (US & Canada),positive,0
5.69686267354599e+17,positive,Delta,jetblue pilot dont worry folk there backup backup every part plane thanks guy,"[0.0, 0.0]",2015-02-22 18:32:45 -0800,Austin + Brooklyn,Eastern Time (US & Canada),positive,2
5.69685096527057e+17,positive,Delta,jetblue thank,"[0.0, 0.0]",2015-02-22 18:28:05 -0800,"Boston, MA",Quito,positive,1
5.69684947151094e+17,positive,Delta,jetblue awesome,"[0.0, 0.0]",2015-02-22 18:27:30 -0800,"San Francisco, California",Greenland,positive,1
5.6967613825305e+17,positive,Delta,jetblue ok thanks help,"[0.0, 0.0]",2015-02-22 17:52:30 -0800,New York,Eastern Time (US & Canada),positive,1
5.69675848770408e+17,positive,Delta,jetblue love guy httptcoxnruovts,"[0.0, 0.0]",2015-02-22 17:51:21 -0800,Mexico-Colombia,Eastern Time (US & Canada),positive,2
5.69672563506459e+17,positive,Delta,jetblue youre still best,"[0.0, 0.0]",2015-02-22 17:38:17 -0800,"Boston, MA",Eastern Time (US & Canada),positive,1
5.69672010734969e+17,positive,Delta,jetblue thanks make,"[0.0, 0.0]",2015-02-22 17:36:06 -0800,"Boston, MA",Central Time (US & Canada),positive,1
5.6967143530981e+17,positive,Delta,jetblue thanks quick response finger cross plane get,"[0.0, 0.0]",2015-02-22 17:33:48 -0800,New York City,Eastern Time (US & Canada),positive,5
5.69671000486502e+17,positive,Delta,jetblue thank finger cross,"[0.0, 0.0]",2015-02-22 17:32:05 -0800,New York,Eastern Time (US & Canada),positive,5
5.69659473804947e+17,positive,Delta,jetblue aha ok thanks worried might seat airport tomorrow,"[0.0, 0.0]",2015-02-22 16:46:16 -0800,"San Francisco, CA",Pacific Time (US & Canada),positive,5
5.69650423318983e+17,positive,Delta,jetbluefolded hand,"[0.0, 0.0]",2015-02-22 16:10:19 -0800,"Boston, MA",Central Time (US & Canada),positive,3
5.69648229295329e+17,positive,Delta,jetblue thanks response hopeful,"[0.0, 0.0]",2015-02-22 16:01:36 -0800,"Boston, MA",Atlantic Time (Canada),positive,1
5.69642730932064e+17,positive,Delta,jetblue thank refund change fee recent flight affected bizarre winter excellent customer service focus,"[0.0, 0.0]",2015-02-22 15:39:45 -0800,"Boston, MA",Eastern Time (US & Canada),positive,3
5.69638848214508e+17,positive,Delta,jetblue thanks help cant wait travel get snow,"[0.0, 0.0]",2015-02-22 15:24:19 -0800,Merrimack NH,Eastern Time (US & Canada),positive,5
5.69633562879619e+17,positive,Delta,jetblue thanks answer question,"[0.0, 0.0]",2015-02-22 15:03:19 -0800,3Ø4 ,Quito,positive,1
5.69630240512877e+17,positive,Delta,jetblue cool stair jfk walk short distance stair,"[0.0, 0.0]",2015-02-22 14:50:07 -0800,"Boston, MA",Atlantic Time (Canada),positive,3
5.6962199185202e+17,positive,Delta,jetblue record less minute turnaround time answer question jetblue rock,"[0.0, 0.0]",2015-02-22 14:17:20 -0800,Right Coast,Eastern Time (US & Canada),positive,3
5.69614500044919e+17,positive,Delta,jetblue btw robin hayes speak next month uschamber aviation summit ought give shout twitter team rock,"[0.0, 0.0]",2015-02-22 13:47:34 -0800,"Washington, D.C.",Quito,positive,4
5.6960943671468e+17,positive,Delta,jetblue oh thank respond,"[0.0, 0.0]",2015-02-22 13:27:27 -0800,"Washington, DC",Eastern Time (US & Canada),positive,1
5.69605593159352e+17,positive,Delta,jetblue thanks ticket stand flight hope make finger cross,"[0.0, 0.0]",2015-02-22 13:12:10 -0800,"Boston, MA",Eastern Time (US & Canada),positive,5
5.69603641767793e+17,positive,Delta,jetblue thank guy best,"[0.0, 0.0]",2015-02-22 13:04:25 -0800,"Miami, FL",Central Time (US & Canada),positive,1
5.69603002278945e+17,positive,Delta,jetblue love always,"[0.0, 0.0]",2015-02-22 13:01:53 -0800,"Port-au-Prince, NYC.",Quito,positive,2
5.69596394819883e+17,positive,Delta,jetblue great experience flight sfo jfk seat service food everything top quality back soon,"[0.0, 0.0]",2015-02-22 12:35:37 -0800,Palo Alto CA,Pacific Time (US & Canada),positive,5
5.69586189776372e+17,positive,Delta,jetblue thanks replyingi feel little well well see go,"[0.0, 0.0]",2015-02-22 11:55:04 -0800,the burg nj,Eastern Time (US & Canada),positive,3
5.69581126215438e+17,positive,Delta,jetblue guy rock,"[0.0, 0.0]",2015-02-22 11:34:57 -0800,NYC,Quito,positive,1
5.69580001672237e+17,positive,Delta,jetblue awesome bestairlineever,"[0.0, 0.0]",2015-02-22 11:30:29 -0800,NYC,Quito,positive,1
5.69576074050474e+17,positive,Delta,jetblue fly jet blue,"[0.0, 0.0]",2015-02-22 11:14:52 -0800,San Francisco,Pacific Time (US & Canada),positive,1
5.69574221216662e+17,positive,Delta,jetblue thanks use extra time shopping somebody say duty free,"[4.69840554, -74.14134323]",2015-02-22 11:07:31 -0800,Fort Lauderdale,Eastern Time (US & Canada),positive,3
5.69573843825791e+17,positive,Delta,jetblues flight flight book problem experience pretty great,"[0.0, 0.0]",2015-02-22 11:06:01 -0800,Boston,London,positive,1
5.69572707299299e+17,positive,Delta,jetblue thanks make trip home mintyfresh next brandmance flight ill take selfies love travel business,"[0.0, 0.0]",2015-02-22 11:01:30 -0800,"New York, NY",Eastern Time (US & Canada),positive,5
5.69563087964996e+17,positive,Delta,jetblue enjoy ride thank,"[38.6485933, -121.11740707]",2015-02-22 10:23:16 -0800,LA CA USA,Pacific Time (US & Canada),positive,1
5.69558235897688e+17,positive,Delta,jetblue thanks good sunday,"[0.0, 0.0]",2015-02-22 10:03:59 -0800,"New Orleans, LA",Eastern Time (US & Canada),positive,5
5.69543615862723e+17,positive,Delta,jetblue thank finally gate,"[0.0, 0.0]",2015-02-22 09:05:54 -0800,"New York City, NY",Eastern Time (US & Canada),positive,1
5.69543457452065e+17,positive,Delta,jetblue flight orlando unable serve hot bevy theyve make movie alcohol complimentary work,"[0.0, 0.0]",2015-02-22 09:05:16 -0800,scarborough ontario canada,Eastern Time (US & Canada),positive,0
5.69542242983125e+17,positive,Delta,jetblue land usual great flight wiyh great crew hello sunny west palm beach jetbluerocks,"[0.0, 0.0]",2015-02-22 09:00:26 -0800,"Boston, MA",America/Detroit,positive,1
5.69540050821763e+17,positive,Delta,jetblue amaze thank,"[0.0, 0.0]",2015-02-22 08:51:44 -0800,"New York, sort of!",Eastern Time (US & Canada),positive,1
5.69538135916352e+17,positive,Delta,jetblue littlebirds beautiful shot thanks share use flyfi post welcome flight quickie,"[38.69255098, -121.58854512]",2015-02-22 08:44:07 -0800,LA CA USA,Pacific Time (US & Canada),positive,2
5.69537388986421e+17,positive,Delta,jetblue help problem easily nice guy rock,"[0.0, 0.0]",2015-02-22 08:41:09 -0800,• PSU '19 • faith • ,Eastern Time (US & Canada),positive,4
5.69533479362408e+17,positive,Delta,jetblue customer service agent bonnie amaze phone deserves promotion,"[0.0, 0.0]",2015-02-22 08:25:37 -0800,• PSU '19 • faith • ,Eastern Time (US & Canada),positive,3
5.69533355248767e+17,positive,Delta,jetblue bos everything current thanks follow,"[0.0, 0.0]",2015-02-22 08:25:07 -0800,The Old Dominion,Central Time (US & Canada),positive,5
5.69533098402009e+17,positive,Delta,jetblue thanks info already board look forward future upgrade jetblue httptcodbesbnzg,"[0.0, 0.0]",2015-02-22 08:24:06 -0800,"Florham Park, NJ",Eastern Time (US & Canada),positive,4
5.69532566610571e+17,positive,Delta,jetblue thing happen ok wish beach airport,"[0.0, 0.0]",2015-02-22 08:21:59 -0800,"Boston, MA",Central Time (US & Canada),positive,5
5.69530599129502e+17,positive,Delta,jetblue love jetblue flyfi able charge device domestic flight thanks httptcoobqirobuj,"[0.0, 0.0]",2015-02-22 08:14:10 -0800,"Florham Park, NJ",Eastern Time (US & Canada),positive,3
5.69530159247827e+17,positive,Delta,jetblue touchdown jfk well do pilot jetblue flight jetbluerocks,"[0.0, 0.0]",2015-02-22 08:12:25 -0800,"Larchmont, New York",Eastern Time (US & Canada),positive,1
5.69527641025307e+17,positive,Delta,jetblue thanks personalize customer service cannedtweet autoresponse,"[0.0, 0.0]",2015-02-22 08:02:25 -0800,"New York, NY",Central Time (US & Canada),positive,3
5.69526493023498e+17,positive,Delta,jetblue knew reason u favorite airline read answer twitter globe morning great job,"[0.0, 0.0]",2015-02-22 07:57:51 -0800,"Boston, MA",Eastern Time (US & Canada),positive,0
5.69524116769915e+17,positive,Delta,jetblue yup know fault ideal sittin hour always staff great,"[0.0, 0.0]",2015-02-22 07:48:25 -0800,"Southbury, CT",Eastern Time (US & Canada),positive,2
5.69521778797744e+17,positive,Delta,jetblue get thanks quick reply,"[0.0, 0.0]",2015-02-22 07:39:07 -0800,"Brooklyn, NY",Eastern Time (US & Canada),positive,1
5.6951747929641e+17,positive,Delta,jetblue great experience work glenn cole buffaloniagara airport top notch employee,"[0.0, 0.0]",2015-02-22 07:22:02 -0800,Buffalo,Eastern Time (US & Canada),positive,4
5.69516908195815e+17,positive,Delta,jetblue well last update right direction least ill keep finger cross,"[0.0, 0.0]",2015-02-22 07:19:46 -0800,"Malden, MA",Eastern Time (US & Canada),positive,5
5.69514688809181e+17,positive,Delta,jetblue thx social medium person,"[0.0, 0.0]",2015-02-22 07:10:57 -0800,brooklyn,Eastern Time (US & Canada),positive,4
5.69510849846612e+17,positive,Delta,jetblue always mosaicmecrazy sunrise bestairline nofilterneeded amp love flyfi httptconycsjruv,"[0.0, 0.0]",2015-02-22 06:55:42 -0800,"New York, NY",Eastern Time (US & Canada),positive,2
